"","date","year","month","area","allAveragePrice","numofsales","detachedAveragePrice","detachedNumberofSales","semidetachedAveragePrice","semidetachedNumberofSales","attachedAveragePrice","attachedNumberofSales","condotownhouseAveragePrice","condotownhouseNumberofSales","condoapartmentAveragePrice","condoapartmentNumberofSales"
"5189","06-2021",21,"06","Newmarket",1088667,172,"1236421","113","797994","18","864152","28","716113","8","547500","4"
"5190","06-2021",21,"06","Oakville",1437986,386,"1874551","212","1144391","11","1066219","68","817734","37","710067","53"
"5191","06-2021",21,"06","Orangeville",798023,75,"894047","45","640667","6","734763","16","554917","6","344950","2"
"5192","06-2021",21,"06","Oshawa",796883,468,"874538","323","684478","48","717482","33","576445","47","338921","14"
"5193","06-2021",21,"06","Peel Region",1041440,2281,"1351550","1074","922618","348","847155","229","730011","269","571664","344"
"5194","06-2021",21,"06","Pickering",1051106,194,"1275231","118","877500","8","811711","19","662728","29","547283","18"
"5195","06-2021",21,"06","Richmond Hill",1295429,374,"1752711","186","1050036","14","1118578","65","813550","16","595367","88"
"5196","06-2021",21,"06","Scugog",976955,38,"988453","36","780000","1","0","0","760000","1","0","0"
"5197","06-2021",21,"06","Simcoe County",986214,364,"1055590","281","762182","11","791189","46","689973","4","589067","12"
"5198","06-2021",21,"06","Toronto C01",846570,585,"1814262","9","1849912","24","1605500","16","934958","26","754374","507"
"5199","06-2021",21,"06","Toronto C02",1714816,92,"3503975","12","1961078","13","2037143","7","1751667","3","1240463","57"
"5200","06-2021",21,"06","Toronto C03",1703633,55,"2344435","26","1394571","14","0","0","0","0","916464","14"
"5201","06-2021",21,"06","Toronto C04",2267096,98,"2836220","64","1671706","8","1477750","4","791000","1","1007833","20"
"5202","06-2021",21,"06","Toronto C06",1175087,35,"1855402","15","1025000","2","0","0","0","0","624833","18"
"5203","06-2021",21,"06","Toronto C07",1196515,126,"1988696","46","1099333","6","1142500","2","784574","19","658519","52"
"5204","06-2021",21,"06","Toronto C08",812022,287,"2405000","2","1392750","4","1313900","10","1161385","13","753614","258"
"5205","06-2021",21,"06","Toronto C09",2712724,33,"3652200","15","3825500","2","2e+06","1","0","0","1773531","13"
"5206","06-2021",21,"06","Toronto C10",1117059,98,"2140148","21","1456250","12","0","0","1065667","3","707365","62"
"5207","06-2021",21,"06","Toronto C11",1377506,62,"2562299","19","1574000","9","0","0","984375","8","564642","26"
"5208","06-2021",21,"06","Toronto C12",3054958,24,"4419250","12","1330000","1","2100000","1","1408750","4","1870500","6"
"5209","06-2021",21,"06","Toronto C13",1257514,70,"2252313","22","1017600","10","1250250","4","777933","3","676268","31"
"5210","06-2021",21,"06","Toronto C14",1038756,137,"2250613","28","1406714","1","1360000","3","999833","9","675075","96"
"5211","06-2021",21,"06","Toronto C15",1026702,163,"2102497","35","1014767","18","0","0","828255","20","638657","87"
"5212","06-2021",21,"06","Toronto Central",1152400,1865,"2492536","326","1511912","124","1551333","48","962974","109","770036","1247"
"5213","06-2021",21,"06","Toronto E01",1231591,100,"1604926","12","1323828","48","1298042","12","1004811","9","828237","19"
"5214","06-2021",21,"06","Toronto E02",1333406,84,"1780869","36","1201130","23","1370000","1","887155","5","769669","18"
"5215","06-2021",21,"06","Toronto E03",1231406,126,"1414084","68","1232359","38","1007839","1","0","0","587468","19"
"5216","06-2021",21,"06","Toronto E04",824353,116,"1056523","43","885883","12","927375","8","731150","20","530967","33"
"5217","06-2021",21,"06","Toronto E05",827985,87,"1242081","26","953067","9","906000","1","721530","13","549399","38"
"5218","06-2021",21,"06","Toronto E06",1072293,42,"1132665","32","1404167","3","0","0","0","0","654071","7"
"5219","06-2021",21,"06","Toronto E07",846848,102,"1241186","32","950309","10","900360","5","770857","7","547593","45"
"5220","06-2021",21,"06","Toronto E08",948483,73,"1256911","41","855490","1","902500","2","6e+05","6","497626","23"
"5221","06-2021",21,"06","Toronto E09",778953,125,"1009714","57","927333","3","893000","2","615556","9","550136","54"
"5222","06-2021",21,"06","Toronto E10",1058832,63,"1259446","42","937500","2","900333","3","657322","9","473971","7"
"5223","06-2021",21,"06","Toronto E11",755292,85,"1016486","22","902425","12","823750","12","624824","17","459810","21"
"5224","06-2021",21,"06","Toronto East",983960,1003,"1259276","411","1163135","161","999109","47","721641","95","572177","284"
"5225","06-2021",21,"06","Toronto W01",1521533,57,"2526567","15","1655404","16","1365000","2","815983","6","817583","18"
"5226","06-2021",21,"06","Toronto W02",1312983,108,"2157950","25","1297673","33","1420625","8","912147","15","740111","27"
"5227","06-2021",21,"06","Toronto W03",1020710,77,"975509","43","1147279","28","822500","4","0","0","617000","2"
"5228","06-2021",21,"06","Toronto W04",880843,96,"1134382","49","913333","3","1126012","3","632417","6","544677","35"
"5229","06-2021",21,"06","Toronto W05",815078,130,"1169958","32","918077","39","1034000","2","574483","30","502462","26"
"5230","06-2021",21,"06","Toronto W06",936286,204,"1278287","55","1186075","12","1104370","10","874400","12","738498","115"
"5231","06-2021",21,"06","Toronto W07",1872962,22,"1872962","22","0","0","0","0","0","0","0","0"
"5232","06-2021",21,"06","Toronto W08",1132718,179,"2001994","62","1162500","2","0","0","858038","13","638758","102"
"5233","06-2021",21,"06","Toronto W09",961792,39,"1314105","18","868000","2","820000","1","754333","6","564500","12"
"5234","06-2021",21,"06","Toronto W10",725409,70,"1042079","27","839250","2","890000","1","545571","7","492576","33"
"5235","06-2021",21,"06","Toronto West",1039611,982,"1477707","348","1167525","137","1147895","31","732625","95","651813","370"
"5236","06-2021",21,"06","TRREB Total",1089536,11106,"1407540","5169","1055640","1056","945212","1079","755622","892","683479","2800"
"5237","06-2021",21,"06","Uxbridge",1412524,36,"1542962","30","0","0","779000","2","785333","3","648000","1"
"5238","06-2021",21,"06","Vaughan",1291264,507,"1718295","250","1089094","32","1046142","92","811725","20","668759","109"
"5239","06-2021",21,"06","Whitby",1002409,238,"1111999","162","782667","3","790519","52","660380","6","618024","8"
"5240","06-2021",21,"06","Whitchurch-Stouffville",1344998,82,"1515183","59","939167","6","908527","14","575000","1","880000","1"
"5241","06-2021",21,"06","York Region",1241833,2015,"1538058","1138","1022040","113","1034271","297","781560","98","641408","338"
"5242","06-2022",22,"06","Adjala-Tosorontio",1072400,5,"1072400","5",NA,"0",NA,"0",NA,"0",NA,"0"
"5243","06-2022",22,"06","Ajax",1021105,135,"1102049","96","915750","4","887288","17","760964","11","645000","5"
"5244","06-2022",22,"06","Aurora",1462738,70,"1739232","43","1007656","9","1080446","13","905000","2","893333","3"
"5245","06-2022",22,"06","Bradford West Gwillimbury",1134105,40,"1154536","36","944444","2","956000","2",NA,"0",NA,"0"
"5246","06-2022",22,"06","Brampton",1063479,518,"1245243","271","985305","93","898656","73","746776","49","593633","30"
"5247","06-2022",22,"06","Brock",729059,17,"760933","15",NA,"0",NA,"0","490000","2",NA,"0"
"5248","06-2022",22,"06","Burlington",1253792,199,"1639545","108","957350","10","954250","20","771261","29","644021","30"
"5249","06-2022",22,"06","Caledon",1514260,58,"1675049","45","964000","5","953738","8",NA,"0",NA,"0"
"5250","06-2022",22,"06","City of Toronto",1152175,2422,"1737012","747","1343378","245","1276167","78","909285","165","771267","1165"
"5251","06-2022",22,"06","City of Toronto Total",1152175,2422,"1737012","747","1343378","245","1276167","78","909285","165","771267","1165"
"5252","06-2022",22,"06","Clarington",935768,175,"999478","138","622167","6","777633","15","624250","4","626611","9"
"5253","06-2022",22,"06","Dufferin County",900221,41,"1021944","24","669057","7","810875","8","606000","2",NA,"0"
"5254","06-2022",22,"06","Durham Region",969424,967,"1066819","660","788926","80","835859","98","694674","77","639709","44"
"5255","06-2022",22,"06","East Gwillimbury",1255788,37,"1390588","27","1093333","3","868208","6",NA,"0","429000","1"
"5256","06-2022",22,"06","Essa",894955,33,"931648","27","685000","2","752250","4",NA,"0",NA,"0"
"5257","06-2022",22,"06","Georgina",934597,60,"965034","54",NA,"0","716250","4",NA,"0","549500","2"
"5258","06-2022",22,"06","Halton Hills",1179660,72,"1303862","54","921750","4","883333","6","664286","7","890000","1"
"5259","06-2022",22,"06","Halton Region",1270053,665,"1610579","344","1044134","44","1035275","117","794930","75","732983","80"
"5260","06-2022",22,"06","Innisfil",1015021,57,"1021838","48",NA,"0","903600","5",NA,"0","1072500","4"
"5261","06-2022",22,"06","King",2082595,21,"2624643","14",NA,"0","1243333","3","1250000","1","669833","3"
"5262","06-2022",22,"06","Markham",1338179,269,"1761335","126","1218722","13","1178540","42","929361","23","740754","59"
"5263","06-2022",22,"06","Milton",1101868,167,"1352357","77","1032915","13","943575","49","731778","9","665647","17"
"5264","06-2022",22,"06","Mississauga",1093743,596,"1605497","207","1058101","84","1092741","27","819176","102","659539","173"
"5265","06-2022",22,"06","New Tecumseth",990390,61,"1047687","47","922500","2","776786","7","620000","1","690000","1"
"5266","06-2022",22,"06","Newmarket",1144980,94,"1297106","62","913636","11","917111","9","838667","6","645250","6"
"5267","06-2022",22,"06","Oakville",1436709,227,"1927887","105","1132559","17","1202547","42","867240","30","847250","32"
"5268","06-2022",22,"06","Orangeville",900221,41,"1021944","24","669057","7","810875","8","606000","2",NA,"0"
"5269","06-2022",22,"06","Oshawa",814635,288,"885677","184","739810","41","754087","23","627011","28","513445","11"
"5270","06-2022",22,"06","Peel Region",1101178,1172,"1424811","523","1018318","182","951258","108","795682","151","649799","203"
"5271","06-2022",22,"06","Pickering",1149801,127,"1487008","65","906280","15","865600","10","748375","24","704462","13"
"5272","06-2022",22,"06","Richmond Hill",1353611,163,"1674827","89","1242500","6","1188959","29","846400","5","716041","32"
"5273","06-2022",22,"06","Scugog",1196548,26,"1215810","25","715000","1",NA,"0",NA,"0",NA,"0"
"5274","06-2022",22,"06","Simcoe County",1012906,196,"1045210","163","850648","6","826472","18","620000","1","996000","5"
"5275","06-2022",22,"06","Toronto C01",901394,376,"1891024","10","1778263","16","1534083","12","1008946","28","790007","310"
"5276","06-2022",22,"06","Toronto C02",2122344,54,"3587870","14","2538991","9","1763750","4","1470000","1","1303620","25"
"5277","06-2022",22,"06","Toronto C03",1616765,34,"2417875","16","1190000","4",NA,"0",NA,"0","849154","13"
"5278","06-2022",22,"06","Toronto C04",2361721,54,"2826677","37","1585750","4","1210000","1",NA,"0","1356172","11"
"5279","06-2022",22,"06","Toronto C06",1224747,24,"1685001","13",NA,"0",NA,"0","760000","1","672890","10"
"5280","06-2022",22,"06","Toronto C07",1260376,60,"2034994","21","1060000","1","1284667","3","806667","6","797713","29"
"5281","06-2022",22,"06","Toronto C08",868962,177,NA,"0","1710571","7","1451571","7","1023472","4","804794","158"
"5282","06-2022",22,"06","Toronto C09",1988691,30,"3112500","8","2876364","5",NA,"0","1950000","1","1221490","10"
"5283","06-2022",22,"06","Toronto C10",1138342,60,"2611695","6","1602207","12",NA,"0","805000","1","796597","40"
"5284","06-2022",22,"06","Toronto C11",1562696,40,"3128649","15",NA,"0",NA,"0","830000","1","614504","24"
"5285","06-2022",22,"06","Toronto C12",2192933,18,"4896800","5",NA,"0",NA,"0","1215422","9","1012500","4"
"5286","06-2022",22,"06","Toronto C13",1448877,48,"2368205","20","1048333","3","1175000","2","873500","2","711429","21"
"5287","06-2022",22,"06","Toronto C14",1031951,70,"2256250","12",NA,"0","1215000","2","1069753","7","719251","49"
"5288","06-2022",22,"06","Toronto C15",1109271,100,"2035891","23","1069125","8",NA,"0","1044618","11","750874","57"
"5289","06-2022",22,"06","Toronto Central",1203064,1145,"2551509","200","1749948","69","1466742","31","1037004","72","809894","761"
"5290","06-2022",22,"06","Toronto E01",1340019,63,"1762154","13","1352289","25","1494000","8","825000","2","940267","15"
"5291","06-2022",22,"06","Toronto E02",1409916,58,"1969734","18","1326671","23","1049500","4","928833","3","913444","9"
"5292","06-2022",22,"06","Toronto E03",1287732,82,"1443070","46","1222367","27","1163000","2",NA,"0","554700","7"
"5293","06-2022",22,"06","Toronto E04",888801,71,"1066056","36","908375","8","996250","4","803500","2","573394","20"
"5294","06-2022",22,"06","Toronto E05",975665,53,"1325167","21","890000","2","881000","1","790717","8","676053","19"
"5295","06-2022",22,"06","Toronto E06",1406329,31,"1502600","27","1301000","1",NA,"0",NA,"0","575000","3"
"5296","06-2022",22,"06","Toronto E07",895276,55,"1193148","25","902000","1","990000","1","9e+05","3","592780","25"
"5297","06-2022",22,"06","Toronto E08",1089351,47,"1410592","26","932100","1",NA,"0","805000","3","657471","17"
"5298","06-2022",22,"06","Toronto E09",914503,83,"1106381","46","980000","2",NA,"0","789750","2","650627","33"
"5299","06-2022",22,"06","Toronto E10",992300,43,"1179875","24","932500","4","934667","3","704738","8","565000","1"
"5300","06-2022",22,"06","Toronto E11",853200,42,"1043800","15","962756","9","802000","1","737143","7","555060","10"
"5301","06-2022",22,"06","Toronto East",1090841,628,"1322871","297","1202538","103","1164083","24","785832","38","665589","159"
"5302","06-2022",22,"06","Toronto W01",1541250,50,"2182556","18","1829833","6","1522500","2","1039500","5","976579","19"
"5303","06-2022",22,"06","Toronto W02",1348554,68,"2058720","23","1211980","19","1190000","2","976857","7","712088","17"
"5304","06-2022",22,"06","Toronto W03",952856,45,"1006674","23","1129556","9","810000","2","714000","5","728167","6"
"5305","06-2022",22,"06","Toronto W04",939331,74,"1207919","36","971250","4","962750","4","730625","8","565655","22"
"5306","06-2022",22,"06","Toronto W05",870822,86,"1241295","21","1009423","22","1008500","2","675681","16","561179","24"
"5307","06-2022",22,"06","Toronto W06",968558,97,"1364758","25","1416667","3","1350000","3","997753","4","778837","60"
"5308","06-2022",22,"06","Toronto W07",1851653,26,"2011045","22","985000","1","1187500","2",NA,"0","540000","1"
"5309","06-2022",22,"06","Toronto W08",1235751,134,"1939440","50","1085000","3","1222750","4","1011678","5","769642","72"
"5310","06-2022",22,"06","Toronto W09",949423,40,"1405064","16","986667","3","910000","1","855097","4","512844","16"
"5311","06-2022",22,"06","Toronto W10",907128,29,"1074738","16","934967","3","995000","1","775000","1","567000","8"
"5312","06-2022",22,"06","Toronto West",1121743,649,"1577412","250","1157806","73","1136261","23","827385","55","719870","245"
"5313","06-2022",22,"06","TRREB Total",1146254,6474,"1454902","3012","1124723","634","1028977","580","825447","517","747216","1678"
"5314","06-2022",22,"06","Uxbridge",1342521,20,"1424736","17","724900","1","1150000","1","755000","1",NA,"0"
"5315","06-2022",22,"06","Vaughan",1297971,259,"1746883","114","1224889","27","1130143","40","928600","5","726000","71"
